,case,record,condition,cond_id,length,ae_mean,ae_variance,ae_skewness,ae_spectral_entropy,se_mean,se_variance,se_skewness,se_spectral_entropy,hfd_mean,hfd_variance,hfd_skewness,hfd_spectral_entropy,dfa_mean,dfa_variance,dfa_skewness,dfa_spectral_entropy,psd_mean,psd_variance,psd_skewness,psd_spectral_entropy,hst_mean,hst_variance,hst_skewness,hst_spectral_entropy
0,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr001,control,3,106831,0.8698535340547101,0.026339931071297708,-0.4175269486568457,7.677661908225435,1.2581766360014168,0.2798518002172903,0.17923076310800462,7.647411981584604,1.725529550419283,0.016586457126147584,0.3189459422775971,6.349423253359724,1.0561660730346099,0.05837175062817534,-0.021905638643324545,7.32982825670513,2.948701842346697,2.1230830123800986,1.6691869376243096,7.606143273650986,0.3630590432428566,0.008075233036110841,0.09349792078814055,7.607615541747248
1,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr002,control,3,111377,0.8095831200894532,0.020615397889314307,-0.43678134670698654,7.606440821991038,1.1016145482229915,0.2357225556799227,0.5461540673794206,7.926564646599875,1.5870343310365698,0.013902026863039532,0.2360316756748608,7.271541373228214,1.20773223932216,0.09510609512126593,-0.41901562850644153,7.726221995063781,3.668699151249986,4.906767233922499,0.9129752605529318,7.627235504906434,0.3762621001723836,0.006391252994817441,0.14366590062547052,7.84261993495905
2,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr003,control,3,97773,0.8967317093432449,0.026713950602447037,-0.4457065210578018,7.497223788468201,1.49237324164582,0.2876707005918641,0.14754236772227264,7.458491177068692,1.8224646566320502,0.011395511875580884,-0.3524363725222972,6.698831194056922,0.9709926320424235,0.0615604239928678,0.13320806700349694,6.877575465356645,2.3040223243608176,1.1191601559928994,1.6273756921023674,7.104457301552683,0.3648380851824945,0.009951481328198989,-0.11709646852110162,7.557684535548799
3,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr004,control,3,97842,0.8937067624372058,0.028213423270835716,-0.6908227124890839,7.682360249718569,1.3790219056345288,0.2710646423870666,0.3965788824152252,7.201969383985876,1.6933159081578693,0.024918293313062764,0.23440403279287614,5.503759680487841,1.1708848899482078,0.056314008141572496,-0.6277472319093689,6.576969673604625,3.759961620568715,3.354405003846544,1.1690562230957706,7.079544812156209,0.3457519148138554,0.007900860332874463,0.4463333762944048,7.236556849784032
4,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr005,control,3,117265,0.8542255009082951,0.028352653021511662,-0.3781649671249563,7.429866486658432,1.1351776513496474,0.20312920910455212,0.29920725411599175,7.683065270154861,1.760961265047913,0.02168839781410188,-0.16297371457655127,5.131132523217402,0.991370804854203,0.07793682142500599,-0.08460122903680148,6.6441497409251635,2.5458151681742147,2.2577573246260463,2.540183138577933,7.646541988730212,0.39186484311124675,0.010603895969884177,-0.0012964881972649994,7.148912093032826
5,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr006,control,3,102957,0.8518367427941536,0.028282446662306497,-0.26268516545437365,7.096645950577277,1.2934196057454903,0.3184317093837553,0.18609600502347218,7.249294073142405,1.69771195005201,0.020575998882323084,0.33249459297374034,6.008401540399305,1.110922082733128,0.07126835566055446,-0.435481642172774,6.721558276406508,3.2554889447290023,2.732277948733497,1.2240777707840298,7.35326754024039,0.3609515833092096,0.006675477440552881,0.12318887726031089,7.641772859698246
6,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr007,control,3,107354,0.842314970796855,0.02800820971755646,-0.38629446534129536,6.9087268615587725,1.1534856609126924,0.27719984560742694,0.1758114270899058,6.876551062519096,1.8017834303832525,0.009936422479904719,-0.560751993973166,6.634580660628042,0.9823976787780605,0.06496896077137324,0.2638247204326731,6.95895783417652,2.263997378236136,1.1080079384858268,1.7263931964612274,7.273011449862903,0.39545475266464386,0.008852015063190265,-0.023096677158249496,7.834043579028127
7,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr008,control,3,108002,0.8474563379263805,0.02929435895726779,-0.4214598273648923,7.561096569487725,1.1708779202096078,0.25210917356809487,0.35095529935617165,7.729369399782744,1.6615155166901898,0.01032072642110316,0.04963845650365279,7.118575645355289,1.147139683763124,0.05399993078955685,-0.4343987675725321,7.683880539279752,3.307928953229887,2.1403535995243086,1.3339863460152661,7.706160788413406,0.3692130897187532,0.0058031913938760785,0.0862146529860056,7.6367504194189895
8,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr009,control,3,102873,0.8912213607562298,0.018640387496979403,-0.5132180840985913,7.473335804763262,1.2168075754189238,0.2008669702993111,0.48879565265806224,7.384951644780379,1.6560307014756719,0.01771307406558323,0.879963478598423,6.090720966567535,1.1851402513301599,0.04348521038178206,-0.7295214095916489,6.935431944955587,3.3244298263159773,2.2444815672548697,2.2038310936097965,7.225669445446085,0.3158221289311608,0.01154617553814344,0.13302015373217274,6.527862223547778
9,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr010,control,3,96287,0.869481985630269,0.01967877434738732,-0.8149610331448633,7.597655563390472,1.1325742703201898,0.16503408602262964,0.986090042188749,7.5708654561292725,1.5895483593411124,0.015614936661950796,0.24379213786535353,6.4221687723206715,1.2082338344625523,0.054786665801478646,-0.4063654210917388,7.2053629893631665,3.7858683798933113,3.45186538799607,0.7262130467665437,7.451175151879905,0.3354539003999259,0.007305519720995097,0.4530258503795746,6.882743411399192
10,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr011,control,3,116375,0.8860465242432439,0.016027638122339902,-0.2591354479045366,7.835343792271057,1.4017845356190843,0.29012323478466057,0.16410342066138914,7.25100963965235,1.8169955684128898,0.007062581036616224,-0.18527314131343503,7.17276314693985,0.9518943724416584,0.042760609879965016,-0.013130120439970642,7.457389327458271,2.082558291548652,0.48749306859373454,1.0322832519643237,7.497674981354287,0.3694512928125431,0.008596004665810219,0.031793473441450434,7.899927673823237
11,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr012,control,3,98954,0.8713955656439649,0.04015311213938787,-0.6327953174781176,7.102225845403632,1.2964862600861395,0.26877146790161976,-0.11930706893793415,7.5034287067323175,1.6652980629394243,0.016715900832254826,1.218464105316929,6.4784453169960745,1.22145717638277,0.07510191849905537,-1.5775192366396733,7.016728607949427,4.024373087227344,5.4479629800152525,1.867749234235987,7.508647872322682,0.38258698816858394,0.010897649990330969,0.22144587394138926,7.007500165676538
12,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr013,control,3,115825,0.8858839380380271,0.024191504713009085,-0.4969596708115355,7.577055037765852,1.4727903763389878,0.25152959760008403,-0.17505372573299352,7.65444010799815,1.6796805441597829,0.022713329059189828,1.0000045707589569,4.583977406836436,1.186671263850159,0.09096833079333409,-1.8356370254322325,5.346037617073635,3.4646241295795455,2.2861602604291877,1.0107385433761615,7.074188837032278,0.3461851173195002,0.008343953078215123,0.5827722076455,7.242309521071305
13,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr014,control,3,111911,0.8688613233196023,0.023112001144790048,-0.697143741625252,7.906531761021087,1.3962073001783875,0.2402343086472041,-0.06473672829272734,7.780220365537639,1.86463407127331,0.015205939392655845,-0.5533420046835302,6.181997059768099,0.8772350104658745,0.060461634639149865,0.27754476088699365,6.646316089737603,2.1216753028365307,1.5653681694093606,1.922029591084402,7.087889996137617,0.2727973508598581,0.010923741290931032,0.4583831319185444,6.882085023719468
14,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr015,control,3,102149,0.7604899634984086,0.053784873730487306,0.14196416960147895,6.940632295626911,1.0209077751870492,0.39918565314196175,0.5491388962444707,5.89777240931404,1.777139639586849,0.02293915722051117,-0.8459990595727716,4.58070301672455,0.9577017398301382,0.08938241531406567,0.6552793923938518,4.875710188497324,2.233050434100439,1.83736845162002,2.9385371593363194,6.102092009692344,0.3331134839229254,0.010236270848732527,0.2550905716605784,7.545239084376969
15,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr016,control,3,96189,0.6885887713368087,0.05927156747487834,0.2918175170637051,5.744502579163136,0.9682409969464181,0.5086564816338596,0.6601155704946178,5.388254180774308,1.814320921501868,0.00943151028943543,-0.6133976269531636,6.993437455600921,0.8685062129997387,0.053547908287065155,0.7696843795591015,7.068095559660126,1.9715172855200713,0.7925185084808164,2.081916048452845,7.022886967150075,0.3210539502008139,0.009380270290731992,0.15787295009227537,7.531203236550427
16,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr017,control,3,100960,0.9249768559793053,0.014684331617439267,-0.6359963785020026,7.702833720303846,1.263640643187107,0.1240009522113441,0.4399411210447746,7.775977062537981,1.8453152386588463,0.007816815030361841,-0.24629106618204133,6.883736092657802,0.8092875736651177,0.04542601670662935,0.11093477698975736,7.512170862160089,1.8036095025919199,0.8091208182569007,1.869426973033833,7.6639528339376914,0.3190402903947899,0.00525902764029092,0.030523066958370315,7.377082392071674
17,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr018,control,3,108554,0.8401735249992074,0.020787725841887653,-0.38429319818283036,7.319347239910482,1.0165430489680607,0.17222003214366824,1.0082372824642425,7.557495960315498,1.7644541788396408,0.009520167461702657,-0.17330149048594493,7.168895550749729,0.8618667071500989,0.06345801583490653,0.25698229474152257,7.462577645634461,1.829957555917779,0.875898213867831,2.103800663016848,7.665194756254273,0.3697243055941306,0.006065966607385085,-0.05996579266994035,7.673234098791364
18,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr019,control,3,122857,0.9250365692500458,0.023938854118746525,-1.063617624863708,7.625637768550018,1.437299712096887,0.17973917431777553,-0.7118550223534608,7.651928699522275,1.6768405068712546,0.021673438091405456,0.3440656263227545,6.155173887301001,1.210063497319524,0.0662990191766567,-0.9010371326220762,7.065177807449268,3.685634292524086,3.4296960426676586,1.6714045710632133,7.34531012563319,0.37103811782524654,0.0071793770856230284,0.14191885547248403,7.818896111550446
19,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr020,control,3,136613,0.8959000158656152,0.01729108942286923,-0.4625848698729332,8.144240410763707,1.4575109546186418,0.22817585682881966,-0.3717230029964131,8.028734028226005,1.6681536325632216,0.012312274849049143,0.24539863334827727,7.22870928894069,1.1604675950387735,0.04856211365637596,-0.7452204296416746,7.914750494897113,2.9375094354074585,1.1740069820492183,0.5585223597505083,7.999219994299834,0.3562425104704581,0.006241177890971649,0.4155358913709726,7.869861451479958
20,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr021,control,3,103884,0.894905867092264,0.027517152038177808,-0.545026932567902,7.743978519713479,1.4949394637227984,0.3236449683864105,0.5282785305841159,7.340698541027674,1.7290282506334709,0.01245237409949285,-0.05184971660682923,6.787662673321428,1.177114965664516,0.035013754389620594,-0.1748531201806842,7.07221530608204,3.6631360839016103,2.391495907098904,1.5745986710695221,7.340023872403342,0.35094532124013295,0.005174162717496902,0.22683066410795147,7.542895375838782
21,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr022,control,3,81767,0.9115791535148822,0.038610346232050306,-0.6152798000081336,7.111549954681603,1.5351179246290183,0.33770483523351924,0.48535139766977087,7.038447050477396,1.7997058752974862,0.015779888428500796,-0.34687539872710943,5.518628583658789,0.9878036506259609,0.04518249591188525,-0.029454098708683013,6.741989954910688,2.627630088969046,2.075390337734878,2.087274013018443,7.052160052128496,0.33561062511950623,0.010151129567566763,0.2709367877432779,6.837607247293662
22,normal-sinus-rhythm-rr-interval-database-1.0.0,nsr023,control,3,112096,0.8659456105550923,0.0221075500346516,-0.5344168432030035,7.7174687334035,1.499395381091945,0.2896040670347067,-0.33957469981943794,7.717257664962328,1.719622510921469,0.0162351658959457,0.07753250780881925,6.472290430535733,1.1663820999066283,0.05192746474839878,-0.7323660197801004,7.082840308219673,3.871850229770724,4.318061732663071,1.3969044732580642,7.478501567967283,0.35883791780596874,0.008631515589869522,0.444712850960779,7.486569565859817
